source_type,rainfall_24h_mm,temperature_C,dissolved_oxygen_mgL,chlorine_mgL,month,fecal_coliform_MPN,season,pH,turbidity_NTU,persons_with_symptoms,risk_percent
shallow_well,9.778,25.32,8.95,0.41,2,51.19,Winter,7.686,7.538,1,21.958
pond,11.899,29.411,9.524,0.386,9,12.073,Monsoon,7.449,19.575,4,52.77
piped_protected,3.885,30.143,7.943,0.294,2,21.096,Winter,7.9,14.814,1,47.365
rooftop_rainwater,16.882,30.377,6.878,0.486,7,15.238,Monsoon,7.994,16.129,1,47.289
community_tank,7.985,24.472,8.466,0.73,6,2.423,Monsoon,6.838,8.256,5,24.126
deep_borehole,20.326,25.318,5.745,0.047,2,95.33,Winter,7.492,19.582,1,61.938
reservoir,14.409,29.135,8.194,0.836,3,55.976,Summer,7.007,18.357,2,51.431
shallow_well,20.293,23.045,6.949,0.918,12,144.704,Winter,7.276,21.033,0,63.098
canal,0.204,23.711,8.788,0.781,11,125.812,Autumn,7.422,17.323,6,51.181
spring,2.791,25.063,6.305,0.916,11,38.28,Autumn,7.138,18.738,4,40.46
river,0.943,24.942,9.595,0.095,7,88.977,Monsoon,7.572,3.036,2,31.783
river,5.835,24.141,8.838,0.45,6,25.086,Monsoon,7.846,6.43,0,21.787
pond,22.069,22.195,7.569,0.071,6,44.418,Monsoon,7.376,23.952,2,67.81
canal,6.302,27.563,7.446,0.837,7,19.141,Monsoon,7.171,5.515,1,20.41
shallow_well,18.952,23.838,9.575,0.953,5,32.667,Summer,7.847,20.723,0,45.923
rooftop_rainwater,3.963,25.469,10.252,0.298,1,57.973,Winter,6.917,16.21,6,41.397
deep_borehole,4.149,24.979,6.509,0.535,5,61.315,Summer,6.954,21.258,3,48.396
spring,22.592,27.026,6.571,0.298,9,3.578,Monsoon,7.62,15.131,1,45.954
reservoir,5.548,26.369,8.983,0.379,2,75.327,Winter,7.904,0.029,2,28.785
community_tank,15.595,24.234,3.494,0.477,10,9.934,Autumn,7.495,1.412,1,25.659
open_catchment,2.7,23.755,3.2,0.791,3,19.204,Summer,7.324,23.48,3,52.183
open_catchment,29.72,24.668,5.916,0.147,2,5.876,Winter,7.171,6.548,4,19.601
spring,8.547,21.671,7.522,0.157,5,17.021,Summer,8.035,24.834,1,61.39
shallow_well,14.243,22.587,5.403,0.202,5,128.16,Summer,8.033,12.748,1,51.141
spring,0.938,26.592,5.189,0.053,12,46.645,Winter,7.045,4.017,2,20.228
canal,6.786,25.898,6.349,0.643,5,36.825,Summer,6.782,15.751,0,38.762
open_catchment,23.13,22.102,9.119,0.19,6,220.464,Monsoon,7.177,11.522,2,78.519
pond,20.959,24.641,6.486,0.438,3,16.032,Summer,7.114,14.527,1,30.471
canal,0.479,20.311,8.737,0.686,8,40.683,Monsoon,7.691,23.237,1,58.09
open_catchment,3.62,25.406,7.233,0.449,3,104.872,Summer,7.771,17.523,4,51.687
rooftop_rainwater,5.858,23.992,9.402,0.906,2,79.596,Winter,7.153,19.799,1,44.403
reservoir,1.891,31.285,6.719,0.769,9,61.37,Monsoon,7.534,15.614,1,48.438
deep_borehole,13.093,26.761,7.708,0.273,6,98.437,Monsoon,7.376,0.725,1,33.664
river,2.04,22.141,7.417,0.13,7,78.543,Monsoon,7.537,13.125,2,49.316
canal,4.256,22.099,6.878,0.894,12,61.007,Winter,7.773,4.509,2,19.229
river,10.885,26.913,8.288,0.397,1,9.884,Winter,7.36,12.834,2,27.641
river,6.58,27.638,8.122,0.383,12,34.433,Winter,7.44,3.794,2,17.462
open_catchment,13.416,30.576,7.438,0.81,3,93.252,Summer,7.794,19.707,1,54.002
canal,32.495,28.469,4.213,0.009,7,16.404,Monsoon,8.191,12.411,2,42.5
deep_borehole,1.239,26.431,5.329,0.451,8,16.382,Monsoon,7.237,6.496,1,26.466
rooftop_rainwater,12.364,29.27,5.702,0.714,11,34.279,Autumn,8.181,24.161,2,57.582
piped_protected,2.618,25.224,7.446,0.849,12,93.299,Winter,7.721,15.787,0,40.454
pond,5.352,25.09,7.032,0.885,2,14.419,Winter,7.261,4.541,1,15.353
river,0.334,21.362,5.969,0.466,5,15.842,Summer,7.897,21.464,3,45.975
deep_borehole,1.461,29.525,5.858,0.848,5,5.374,Summer,8.431,0.883,2,19.848
community_tank,3.853,25.397,8.13,0.036,9,14.698,Monsoon,6.67,14.824,1,38.024
community_tank,4.185,24.704,6.005,0.305,3,70.031,Summer,7.87,12.169,3,34.972
piped_protected,22.984,22.618,3.386,0.01,11,14.609,Autumn,7.249,2.001,3,24.52
piped_protected,13.541,28.676,7.329,0.166,11,11.46,Autumn,7.191,15.503,0,39.433
piped_protected,35.821,27.96,6.277,0.725,11,22.559,Autumn,7.452,23.06,0,49.676
reservoir,9.14,22.293,8.228,0.004,5,22.113,Summer,6.761,6.988,4,26.422
pond,2.767,26.531,5.958,0.523,12,71.262,Winter,6.662,3.728,2,26.309
pond,3.97,27.388,6.737,0.414,8,9.671,Monsoon,6.704,19.566,2,50.274
rooftop_rainwater,3.854,21.261,7.505,0.123,11,6.88,Autumn,7.067,20.345,3,49.806
river,3.953,26.924,3.792,0.686,3,97.619,Summer,7.205,6.925,3,39.988
shallow_well,11.177,26.323,6.179,0.693,6,52.234,Monsoon,7.58,15.293,3,43.811
reservoir,7.567,26.87,5.92,0.726,9,9.903,Monsoon,7.685,0.638,3,18.523
community_tank,4.868,30.96,6.359,0.765,10,100.069,Autumn,7.726,0.442,1,32.795
open_catchment,1.614,33.885,6.297,0.315,4,4.748,Summer,7.679,10.737,3,39.35
open_catchment,0.224,28.709,7.068,0.994,7,79.954,Monsoon,7.272,21.273,2,52.885
piped_protected,2.47,25.781,7.348,0.073,8,97.892,Monsoon,7.077,18.385,2,61.338
spring,1.137,26.915,8.01,0.648,6,145.155,Monsoon,7.631,21.733,2,71.715
community_tank,15.392,26.302,7.831,0.971,1,9.995,Winter,8.923,18.878,3,74.838
shallow_well,1.193,32.055,8.852,0.224,6,31.085,Monsoon,4.837,19.537,2,100.0
reservoir,12.882,25.412,8.521,0.278,12,7.59,Winter,7.982,8.857,3,23.496
shallow_well,4.872,23.757,9.153,0.576,4,131.398,Summer,7.691,2.797,4,37.623
open_catchment,0.762,26.646,8.906,0.781,11,62.292,Autumn,7.529,6.653,1,22.408
spring,16.752,31.263,6.293,0.329,3,34.901,Summer,7.639,12.16,2,43.999
shallow_well,8.666,22.094,6.608,0.837,3,14.918,Summer,7.588,18.243,1,44.846
community_tank,2.689,22.984,6.721,0.241,3,25.879,Summer,7.554,12.173,1,32.396
river,22.508,22.818,8.834,0.874,1,33.092,Winter,7.378,11.713,3,30.11
deep_borehole,0.463,21.409,6.728,0.253,10,105.915,Autumn,8.305,1.473,4,33.904
spring,2.254,22.146,8.253,0.617,10,65.232,Autumn,7.487,7.236,6,26.343
shallow_well,13.945,27.821,4.257,0.358,1,23.086,Winter,7.715,1.681,1,23.012
spring,12.357,25.659,3.952,0.322,2,14.815,Winter,7.646,14.52,0,36.761
spring,3.415,21.118,9.046,0.354,5,50.268,Summer,7.891,2.611,1,21.91
river,0.64,27.057,7.865,0.499,7,74.369,Monsoon,7.228,18.286,1,58.604
community_tank,19.525,26.036,8.904,0.845,5,92.993,Summer,7.841,21.134,3,54.44
reservoir,3.764,27.855,4.825,0.759,3,13.74,Summer,7.815,16.016,1,34.481
open_catchment,2.178,23.188,7.384,0.449,5,22.98,Summer,7.515,3.137,0,18.604
river,7.258,21.319,4.897,0.282,6,63.452,Monsoon,7.779,9.437,1,42.182
shallow_well,24.105,27.04,8.473,0.854,4,17.552,Summer,7.968,5.512,1,20.799
piped_protected,0.445,27.475,7.177,0.87,4,42.248,Summer,8.453,18.534,0,46.264
river,14.516,21.687,6.953,0.454,1,36.306,Winter,6.957,13.369,2,37.323
piped_protected,8.497,25.714,8.448,0.696,7,17.112,Monsoon,7.12,3.052,3,15.563
canal,5.542,23.151,6.998,0.369,8,126.588,Monsoon,7.937,16.479,1,65.127
open_catchment,13.629,27.913,6.948,0.149,4,31.035,Summer,7.367,11.511,4,35.369
community_tank,33.762,26.987,4.965,0.321,6,15.864,Monsoon,8.03,14.953,3,42.639
deep_borehole,2.603,28.656,9.161,0.682,6,81.705,Monsoon,7.799,7.076,0,29.66
spring,1.551,22.476,7.307,0.769,1,162.857,Winter,7.477,17.312,4,56.199
piped_protected,24.405,22.931,7.93,0.852,10,34.67,Autumn,8.165,12.528,0,37.538
deep_borehole,11.055,23.888,5.094,0.018,4,14.395,Summer,7.437,23.213,1,60.478
deep_borehole,5.762,23.41,9.223,0.486,6,8.563,Monsoon,7.075,24.853,2,60.819
piped_protected,8.516,26.105,7.377,0.274,12,29.871,Winter,7.68,10.476,2,28.439
deep_borehole,13.689,21.769,9.705,0.684,9,370.675,Monsoon,7.383,3.104,1,82.406
spring,14.829,29.564,8.624,0.245,4,53.78,Summer,8.117,16.004,1,46.594
reservoir,25.244,30.231,3.452,0.566,9,16.267,Monsoon,7.16,24.649,4,75.369
rooftop_rainwater,5.566,28.328,8.282,0.712,4,26.398,Summer,7.994,3.976,0,20.639
canal,3.473,26.5,8.487,0.77,7,14.295,Monsoon,7.578,20.033,4,45.173
piped_protected,10.207,24.631,8.054,0.269,7,42.98,Monsoon,7.426,2.948,1,20.004
spring,5.374,25.567,7.413,0.088,8,7.035,Monsoon,6.725,51.495,1,100.0
open_catchment,9.029,22.731,6.804,0.219,7,46.319,Monsoon,8.198,7.122,3,28.953
piped_protected,5.447,25.472,7.044,0.599,6,32.369,Monsoon,7.87,23.446,2,53.279
reservoir,1.66,26.006,9.191,0.04,3,154.471,Summer,8.132,2.355,2,39.533
spring,6.338,22.524,9.298,0.159,10,53.622,Autumn,7.294,19.456,1,52.968
spring,11.741,29.864,6.817,0.995,7,85.464,Monsoon,7.508,4.79,3,30.677
river,16.059,24.747,5.909,0.382,12,66.859,Winter,7.753,0.822,1,19.814
rooftop_rainwater,6.799,21.914,8.984,0.497,6,39.588,Monsoon,7.474,16.795,3,47.342
reservoir,1.806,24.384,8.466,0.011,10,57.356,Autumn,7.433,4.011,0,22.257
piped_protected,5.356,23.192,7.39,0.592,12,40.044,Winter,7.646,19.109,2,42.932
community_tank,15.432,22.479,5.626,0.325,8,10.238,Monsoon,7.193,24.087,2,62.475
spring,5.325,29.714,4.552,0.53,4,55.686,Summer,7.458,8.829,1,33.418
canal,11.925,25.03,8.204,0.526,7,26.306,Monsoon,7.192,3.532,2,14.244
river,7.077,28.089,6.235,0.967,7,166.275,Monsoon,7.485,12.357,4,52.947
spring,2.76,26.234,6.195,0.268,3,14.668,Summer,7.781,6.898,1,21.96
piped_protected,15.904,26.43,7.707,0.57,8,8.523,Monsoon,7.407,11.966,4,29.442
shallow_well,0.88,24.959,6.255,0.382,10,71.914,Autumn,7.484,21.527,3,49.376
spring,7.442,23.704,6.318,0.422,2,3.307,Winter,7.124,1.207,3,20.36
pond,2.343,28.9,5.983,0.056,3,81.556,Summer,8.094,3.146,1,34.681
shallow_well,0.694,26.963,8.064,0.688,1,83.742,Winter,6.888,28.407,4,83.751
spring,6.99,24.457,5.59,0.195,2,23.109,Winter,7.342,24.976,1,56.309
deep_borehole,6.923,27.983,4.791,0.468,11,24.745,Autumn,7.171,21.387,1,51.732
reservoir,12.272,29.53,5.574,0.434,1,11.378,Winter,7.408,6.613,1,20.019
spring,13.655,26.098,9.16,0.468,6,15.442,Monsoon,7.852,1.921,5,18.994
open_catchment,13.012,29.654,6.129,0.376,11,39.878,Autumn,7.824,8.983,5,34.157
deep_borehole,5.269,23.568,7.738,0.242,5,57.682,Summer,7.784,16.549,3,42.991
piped_protected,9.988,22.301,6.537,0.449,6,22.587,Monsoon,7.342,23.8,1,62.011
canal,8.603,23.971,6.704,0.046,3,20.606,Summer,7.93,24.86,2,61.746
shallow_well,5.474,25.124,9.061,0.242,7,39.134,Monsoon,6.938,4.83,3,23.597
community_tank,9.093,29.666,7.19,0.785,4,68.028,Summer,7.767,10.619,3,41.315
river,29.422,23.857,9.501,0.843,1,35.008,Winter,7.51,6.662,2,26.987
canal,2.143,26.153,9.908,0.715,3,48.707,Summer,7.326,10.156,1,25.471
deep_borehole,23.62,28.303,9.376,0.633,5,26.155,Summer,7.094,2.498,0,20.076
river,0.549,26.402,6.22,0.811,7,5.317,Monsoon,7.203,15.847,3,36.388
shallow_well,3.687,23.519,7.264,0.128,9,75.513,Monsoon,8.031,3.25,1,27.295
community_tank,3.399,21.164,9.224,0.525,5,3.501,Summer,7.444,5.077,1,20.16
pond,9.845,28.657,8.194,0.116,1,12.183,Winter,6.94,10.333,2,35.679
pond,1.407,21.843,8.746,0.778,5,37.971,Summer,7.642,18.48,2,39.23
reservoir,21.4,23.864,8.875,0.521,11,16.702,Autumn,6.822,13.193,4,31.301
community_tank,17.635,25.102,8.955,0.81,1,34.202,Winter,7.143,13.966,1,29.852
river,10.557,28.79,5.528,0.799,7,123.737,Monsoon,7.662,20.139,1,62.768
piped_protected,6.133,27.993,6.923,0.466,9,6.824,Monsoon,7.579,0.645,2,18.478
river,27.024,25.445,6.038,0.497,6,39.621,Monsoon,7.968,15.568,4,44.068
reservoir,17.764,28.638,6.832,0.028,4,6.422,Summer,5.928,9.598,1,90.918
spring,6.918,29.298,7.325,0.524,6,24.4,Monsoon,8.011,12.156,1,37.327
river,12.102,23.57,7.162,0.677,1,15.804,Winter,7.24,21.994,0,41.456
piped_protected,8.369,23.82,6.122,0.234,4,7.484,Summer,7.998,6.815,2,19.963
canal,8.866,27.248,5.106,0.987,6,117.079,Monsoon,7.011,3.331,2,35.392
shallow_well,4.019,30.091,4.719,0.975,2,42.55,Winter,7.467,9.232,1,29.421
river,6.201,22.915,9.748,0.283,3,124.631,Summer,6.758,1.832,0,31.275
shallow_well,0.813,19.474,8.863,0.713,4,14.497,Summer,7.472,10.853,4,27.824
deep_borehole,4.422,26.949,7.516,0.03,6,92.996,Monsoon,7.004,21.749,2,71.751
pond,11.902,29.093,2.715,0.666,3,51.184,Summer,7.472,24.514,4,63.562
pond,30.622,25.388,5.771,0.624,1,8.858,Winter,7.926,19.096,3,42.947
piped_protected,32.986,32.902,7.753,0.822,6,11.305,Monsoon,7.321,23.559,1,63.469
deep_borehole,8.113,22.489,8.271,0.304,8,11.002,Monsoon,8.066,19.341,0,48.621
pond,9.33,22.773,6.535,0.878,8,41.659,Monsoon,7.644,17.106,1,45.684
reservoir,2.055,22.733,7.835,0.858,11,40.402,Autumn,7.755,3.638,2,16.059
piped_protected,11.885,25.261,6.86,0.67,4,142.26,Summer,7.317,13.99,1,50.793
river,0.733,25.33,8.704,0.472,6,12.642,Monsoon,7.07,21.5,1,50.793
deep_borehole,3.35,22.691,6.945,0.618,1,51.438,Winter,6.781,16.667,4,38.237
reservoir,11.037,28.37,6.894,0.73,6,39.733,Monsoon,7.332,4.225,2,25.604
spring,3.715,25.803,6.252,0.975,12,14.987,Winter,7.632,7.219,3,14.819
spring,0.511,21.896,8.134,0.122,1,67.708,Winter,8.159,24.932,1,66.958
spring,17.83,26.841,7.625,0.313,4,23.252,Summer,7.535,3.061,1,21.855
canal,3.715,23.739,5.265,0.781,9,36.944,Monsoon,7.237,2.996,3,17.492
spring,0.652,25.305,7.582,0.409,6,36.429,Monsoon,7.639,23.821,2,54.559
deep_borehole,0.777,27.662,7.28,0.672,4,17.453,Summer,7.606,14.225,3,34.725
open_catchment,2.9,27.997,8.445,0.133,10,47.462,Autumn,7.227,17.791,1,42.558
pond,1.96,27.75,6.865,0.709,4,56.613,Summer,6.918,6.243,0,25.372
spring,14.885,25.149,5.539,0.674,4,95.686,Summer,7.195,7.606,1,34.193
deep_borehole,3.881,22.076,6.323,0.586,10,23.043,Autumn,7.404,11.947,4,32.183
reservoir,16.332,24.044,9.751,0.765,7,26.207,Monsoon,7.544,20.304,3,49.608
rooftop_rainwater,1.91,25.07,6.681,0.88,11,10.118,Autumn,7.464,20.873,2,34.015
reservoir,6.79,29.639,8.55,0.829,9,19.072,Monsoon,7.816,21.742,1,50.03
river,11.649,23.422,4.944,0.128,6,15.002,Monsoon,7.609,5.112,4,20.704
reservoir,10.555,25.605,7.594,0.744,7,40.93,Monsoon,7.231,11.171,0,28.354
canal,9.191,21.301,4.7,0.45,4,66.671,Summer,7.478,9.731,2,34.6
shallow_well,25.879,26.022,7.105,0.334,11,88.536,Autumn,7.901,2.843,2,29.72
piped_protected,2.595,24.864,5.889,0.88,11,101.694,Autumn,8.19,7.052,1,24.602
rooftop_rainwater,6.807,24.612,5.613,0.56,5,58.509,Summer,7.448,19.678,3,46.295
reservoir,21.541,27.54,5.436,0.501,9,30.923,Monsoon,7.252,20.039,3,50.683
rooftop_rainwater,0.811,22.943,6.679,0.785,8,7.352,Monsoon,7.718,21.525,0,48.851
canal,0.575,29.203,4.149,0.553,10,50.337,Autumn,7.578,0.115,1,20.907
piped_protected,2.657,22.721,4.841,0.858,2,12.895,Winter,8.005,1.314,2,17.522
canal,10.025,29.098,7.14,0.103,8,25.028,Monsoon,8.018,22.568,1,62.813
spring,3.009,20.212,4.379,0.776,3,28.287,Summer,7.796,6.681,2,29.51
shallow_well,2.11,25.918,4.718,0.164,2,13.141,Winter,7.539,24.629,4,59.887
piped_protected,6.14,26.831,9.68,0.225,2,14.604,Winter,7.252,24.029,0,52.136
deep_borehole,9.509,23.921,9.357,0.179,11,33.808,Autumn,7.174,18.962,2,47.18
reservoir,2.858,25.833,5.751,0.238,4,26.652,Summer,8.219,14.979,2,37.348
reservoir,3.577,23.909,7.494,0.732,1,25.563,Winter,7.34,12.136,2,23.808
pond,9.508,26.343,5.764,0.655,5,15.548,Summer,6.881,18.796,1,38.462
canal,29.139,25.751,5.827,0.23,11,84.015,Autumn,7.745,1.867,3,29.151
shallow_well,11.231,31.651,2.297,0.27,7,7.007,Monsoon,7.154,3.625,2,33.797
river,15.274,20.864,9.293,0.099,2,241.665,Winter,7.285,13.008,2,80.037
open_catchment,4.57,25.603,7.832,0.414,5,31.763,Summer,7.684,2.405,3,18.36
river,3.178,23.738,8.114,0.379,4,16.553,Summer,7.28,10.764,1,27.059
open_catchment,6.056,25.374,7.799,0.146,6,7.058,Monsoon,7.296,21.77,1,55.518
community_tank,16.458,24.592,6.701,0.835,1,10.12,Winter,7.248,15.353,3,33.754
deep_borehole,6.094,23.954,6.271,0.853,1,38.54,Winter,7.427,14.443,1,30.916
community_tank,18.755,23.431,6.948,0.109,2,20.653,Winter,8.624,7.397,4,85.49
canal,44.893,27.143,9.199,0.266,4,8.59,Summer,7.738,17.929,5,48.499
canal,0.748,23.881,7.035,0.736,1,9.059,Winter,6.882,15.046,0,35.389
reservoir,0.465,24.935,9.912,0.87,5,16.692,Summer,7.193,9.317,4,25.197
open_catchment,1.62,25.557,5.835,0.072,6,20.331,Monsoon,7.779,10.352,4,36.521
piped_protected,4.851,22.826,4.765,0.902,10,66.7,Autumn,6.929,20.491,2,53.395
shallow_well,1.405,26.828,5.617,0.062,4,18.471,Summer,7.826,10.431,3,25.697
spring,20.453,22.124,6.76,0.634,7,392.511,Monsoon,4.461,5.109,4,100.0
rooftop_rainwater,0.234,26.48,9.083,0.022,5,39.234,Summer,7.278,22.744,1,56.491
canal,3.795,26.206,6.273,0.928,9,62.201,Monsoon,7.034,19.856,1,49.783
community_tank,2.042,24.601,4.813,0.354,9,101.627,Monsoon,7.429,20.678,1,61.319
community_tank,26.815,21.715,7.02,0.649,4,8.159,Summer,7.314,21.339,2,46.105
river,11.071,25.02,8.833,0.185,10,17.617,Autumn,7.211,2.302,0,20.233
deep_borehole,24.308,21.903,6.993,0.321,6,24.59,Monsoon,7.612,0.106,3,27.028
open_catchment,35.874,24.664,7.303,0.747,2,99.795,Winter,7.376,0.282,1,26.323
rooftop_rainwater,6.874,27.367,6.959,0.973,2,30.633,Winter,7.094,11.242,2,27.281
open_catchment,2.67,24.954,6.684,0.992,3,35.205,Summer,7.175,7.504,2,21.969
canal,2.153,28.762,10.6,0.81,10,76.634,Autumn,7.278,12.777,0,37.44
reservoir,2.522,25.885,8.97,0.847,2,75.253,Winter,7.515,17.049,1,36.639
pond,12.33,27.32,9.811,0.969,9,149.599,Monsoon,7.62,7.957,2,43.551
rooftop_rainwater,0.413,27.15,11.327,0.04,12,7.632,Winter,7.715,83.339,3,100.0
river,0.527,29.221,8.93,0.17,4,17.966,Summer,7.1,2.422,1,19.7
community_tank,9.369,21.085,6.294,0.053,5,21.714,Summer,7.903,14.424,4,46.065
river,10.274,23.431,8.324,0.501,2,14.337,Winter,7.048,11.69,0,31.612
reservoir,10.944,25.084,9.867,0.958,8,47.96,Monsoon,7.082,13.411,2,33.529
canal,4.65,27.402,7.801,0.582,12,62.518,Winter,7.376,14.251,1,39.683
pond,16.396,25.505,6.482,0.555,8,5.648,Monsoon,7.725,21.483,1,46.969
spring,7.628,24.981,9.061,0.827,7,60.563,Monsoon,7.648,13.435,2,40.962
rooftop_rainwater,1.115,28.091,5.089,0.929,7,16.307,Monsoon,7.028,3.494,0,16.548
open_catchment,15.95,23.987,7.212,0.699,7,32.85,Monsoon,7.717,1.699,0,24.442
rooftop_rainwater,30.591,23.847,8.138,0.895,8,13.112,Monsoon,7.958,5.599,2,23.332
community_tank,0.619,26.562,6.838,0.175,4,70.22,Summer,7.191,2.863,4,28.662
open_catchment,4.965,32.182,7.938,0.503,6,13.132,Monsoon,7.504,13.985,4,43.872
spring,6.685,24.941,7.979,0.365,12,30.639,Winter,7.074,30.876,1,96.094
spring,1.584,23.062,7.84,0.333,8,57.133,Monsoon,6.801,11.768,3,41.219
deep_borehole,20.228,23.299,6.717,0.214,8,43.611,Monsoon,7.327,20.864,3,60.167
open_catchment,3.343,23.902,6.396,0.894,4,14.132,Summer,7.437,10.534,1,21.201
shallow_well,15.279,28.978,6.827,0.45,1,29.406,Winter,8.571,9.708,2,73.956
pond,11.117,23.902,4.942,0.53,2,29.704,Winter,7.129,8.027,2,28.203
shallow_well,9.114,25.914,9.064,0.276,4,61.518,Summer,7.285,11.219,2,36.216
spring,2.134,24.724,7.812,0.963,9,26.049,Monsoon,8.0,2.472,3,13.417
open_catchment,2.494,21.061,7.253,0.611,3,24.693,Summer,7.143,3.748,0,19.723
deep_borehole,0.485,24.017,5.984,0.001,5,24.281,Summer,7.585,12.724,4,34.472
rooftop_rainwater,2.754,17.577,7.193,0.268,1,8.071,Winter,7.44,20.779,4,49.386
rooftop_rainwater,4.238,25.525,7.163,0.999,5,78.368,Summer,6.748,4.906,5,18.829
rooftop_rainwater,17.906,26.469,6.347,0.975,11,102.448,Autumn,7.567,23.872,3,58.309
reservoir,4.563,22.463,8.575,0.545,11,149.457,Autumn,8.222,17.667,2,60.136
deep_borehole,14.05,23.374,5.304,0.564,11,49.302,Autumn,6.95,7.003,1,25.351
reservoir,5.788,20.978,5.634,0.902,1,9.838,Winter,6.568,16.662,1,35.441
canal,15.365,18.351,8.667,0.709,11,4.901,Autumn,7.077,23.648,1,48.427
open_catchment,37.411,20.481,9.256,0.932,6,43.481,Monsoon,7.61,15.789,2,42.841
shallow_well,2.742,26.956,7.418,0.479,12,16.12,Winter,7.59,15.891,0,32.672
pond,19.83,24.057,5.519,0.976,1,22.362,Winter,7.595,21.089,2,45.157
spring,9.724,25.628,8.983,0.54,2,26.339,Winter,7.446,0.684,3,14.115
pond,16.999,31.123,7.317,0.645,11,42.437,Autumn,7.396,9.481,2,30.02
spring,10.544,27.996,7.185,0.083,9,19.413,Monsoon,7.289,12.682,2,36.311
open_catchment,5.516,26.617,9.317,0.612,11,66.179,Autumn,6.924,14.261,1,40.692
open_catchment,2.589,23.546,8.252,0.768,12,15.616,Winter,7.231,19.689,4,43.824
river,0.726,29.678,6.448,0.439,3,24.582,Summer,7.569,17.398,0,46.386
shallow_well,7.668,28.706,4.644,0.502,9,63.53,Monsoon,7.492,24.506,2,67.155
community_tank,46.383,27.679,6.526,0.393,4,23.081,Summer,6.903,8.907,2,29.338
spring,13.396,24.985,7.711,0.969,5,126.186,Summer,7.278,7.791,0,35.194
piped_protected,3.965,22.226,7.956,0.477,7,15.574,Monsoon,7.467,22.377,4,53.134
community_tank,17.556,29.552,5.161,0.126,4,89.752,Summer,7.572,14.065,6,49.629
rooftop_rainwater,14.653,27.612,6.026,0.029,12,9.546,Winter,7.536,5.286,2,18.599
pond,3.308,24.389,2.568,0.772,11,20.21,Autumn,7.116,17.326,0,44.392
open_catchment,0.144,24.17,7.52,0.548,12,69.545,Winter,6.373,5.962,0,75.582
piped_protected,1.257,21.335,4.429,0.003,10,179.098,Autumn,8.275,13.425,4,66.071
spring,20.981,27.281,6.312,0.383,10,53.479,Autumn,6.626,3.7,0,24.984
canal,18.113,25.511,5.654,0.914,6,68.378,Monsoon,7.908,7.696,2,26.06
spring,3.499,26.193,8.009,0.948,9,54.869,Monsoon,4.992,11.687,3,83.408
pond,3.357,27.791,7.576,0.054,8,26.722,Monsoon,7.654,17.696,2,50.551
spring,15.744,27.166,5.899,0.123,11,3.393,Autumn,7.427,24.259,2,53.536
spring,27.764,22.375,7.231,0.005,1,14.571,Winter,7.625,7.848,1,29.866
deep_borehole,15.102,25.067,8.013,0.869,6,17.606,Monsoon,7.067,14.583,3,34.282
shallow_well,9.303,26.238,7.456,0.071,9,12.624,Monsoon,7.821,0.241,5,18.947
community_tank,2.78,26.465,1.937,0.108,3,7.366,Summer,7.72,23.346,3,63.368
canal,7.46,20.229,10.463,0.228,3,164.792,Summer,7.284,1.678,0,46.349
open_catchment,2.659,21.982,7.807,0.917,10,17.092,Autumn,7.352,24.924,0,50.415
spring,16.503,26.972,8.685,0.688,12,8.533,Winter,8.098,9.361,0,15.492
canal,4.893,26.926,5.916,0.617,5,571.284,Summer,7.597,24.706,2,100.0
river,17.939,29.829,5.599,0.785,9,87.171,Monsoon,7.387,4.765,1,31.465
spring,4.806,20.35,6.205,0.693,3,12.792,Summer,7.71,9.214,3,23.622
reservoir,17.381,27.693,10.0,0.746,5,14.07,Summer,7.939,18.147,3,42.147
reservoir,4.054,26.129,6.523,0.074,11,8.874,Autumn,7.724,6.039,2,13.147
deep_borehole,5.801,21.847,6.904,0.59,5,7.669,Summer,7.096,5.818,1,18.608
reservoir,9.558,19.698,9.784,0.753,11,14.938,Autumn,7.925,20.101,4,42.647
deep_borehole,0.729,27.823,6.459,0.566,8,53.097,Monsoon,7.839,20.773,4,53.385
piped_protected,29.605,22.049,7.024,0.012,2,125.815,Winter,7.671,24.557,3,76.923
rooftop_rainwater,8.524,21.058,5.011,0.211,8,104.096,Monsoon,7.826,18.407,3,71.151
pond,7.089,26.361,9.918,0.963,1,110.987,Winter,7.104,5.551,1,29.323
community_tank,18.288,24.971,5.861,0.705,5,28.366,Summer,7.868,5.504,4,18.164
river,20.081,26.724,6.741,0.689,3,58.617,Summer,6.839,5.416,0,26.048
pond,7.387,26.292,1.986,0.66,5,46.664,Summer,7.708,16.719,3,56.297
reservoir,26.209,35.036,6.744,0.128,9,33.345,Monsoon,7.274,4.741,2,34.832
pond,0.669,27.171,6.884,0.004,12,104.389,Winter,7.689,20.708,2,63.438
piped_protected,1.202,26.979,6.375,0.441,11,64.067,Autumn,7.165,6.071,1,29.654
deep_borehole,9.083,22.353,4.392,0.444,1,39.21,Winter,7.759,16.83,4,45.413
shallow_well,4.371,29.687,7.818,0.812,6,15.009,Monsoon,7.535,11.387,1,32.263
canal,6.24,23.484,4.15,0.182,10,118.17,Autumn,8.14,12.058,1,50.359
open_catchment,3.976,22.269,4.515,0.275,12,9.269,Winter,7.823,11.67,2,37.379
shallow_well,5.187,24.366,6.61,0.078,6,7.992,Monsoon,7.051,20.489,1,51.223
shallow_well,17.296,26.32,8.817,0.4,12,3.66,Winter,7.718,11.566,0,30.358
