source_type,turbidity_NTU,rainfall_24h_mm,temperature_C,dissolved_oxygen_mgL,chlorine_mgL,month,fecal_coliform_MPN,season,pH,persons_with_symptoms,risk_percent
piped_protected,3.844,10.119,28.032,9.533,0.494,2,16.833,Winter,7.714,1,18.079
shallow_well,1.31,20.63,27.647,4.28,0.761,4,74.706,Summer,7.761,1,25.193
spring,8.707,16.491,25.316,6.633,0.788,9,16.199,Monsoon,7.132,0,24.102
rooftop_rainwater,0.231,10.563,23.981,6.158,0.074,11,22.448,Autumn,6.852,3,15.754
canal,3.158,18.371,20.775,7.49,0.614,2,62.729,Winter,6.945,1,29.009
community_tank,1.847,3.385,21.287,7.765,0.967,8,130.972,Monsoon,7.426,3,41.797
community_tank,9.315,10.137,28.349,7.219,0.785,9,7.194,Monsoon,8.024,1,25.226
river,6.695,8.931,22.529,3.981,0.007,12,12.165,Winter,7.208,1,28.373
deep_borehole,9.12,9.74,27.413,3.958,0.225,3,43.083,Summer,7.362,3,30.708
open_catchment,9.723,1.847,27.743,3.004,0.445,5,108.678,Summer,6.492,2,85.296
rooftop_rainwater,4.971,3.247,26.366,6.796,0.706,4,3.252,Summer,7.717,2,13.363
open_catchment,2.343,3.378,26.174,4.535,0.555,10,5.147,Autumn,7.296,1,15.158
canal,1.937,9.212,21.503,3.478,0.077,10,198.131,Autumn,6.618,3,59.924
reservoir,2.229,35.953,20.952,5.62,0.738,12,445.306,Winter,7.121,2,84.551
pond,7.086,30.806,23.024,5.976,0.839,8,43.628,Monsoon,7.031,1,30.566
rooftop_rainwater,0.404,2.577,29.958,6.877,0.206,8,22.243,Monsoon,6.899,1,27.514
river,0.514,3.636,29.124,7.011,0.067,11,30.436,Autumn,8.191,4,25.982
community_tank,6.081,0.367,25.112,7.091,0.791,5,6.691,Summer,7.569,0,9.211
river,6.421,5.089,28.883,8.23,0.64,5,34.974,Summer,7.904,1,27.79
reservoir,6.653,17.998,22.195,6.56,0.804,1,6.528,Winter,7.147,1,12.015
canal,3.719,24.74,23.892,8.123,0.567,5,14.433,Summer,6.875,1,17.276
pond,8.059,2.698,29.762,6.475,0.429,1,27.756,Winter,7.116,3,24.932
spring,5.336,3.09,31.307,6.403,0.963,12,45.292,Winter,7.601,3,28.101
rooftop_rainwater,1.055,2.496,27.315,6.143,0.78,4,100.845,Summer,7.41,1,28.299
open_catchment,7.971,4.309,20.232,6.945,0.412,7,7.239,Monsoon,7.114,2,26.743
rooftop_rainwater,9.531,16.335,29.049,7.99,0.908,11,595.189,Autumn,7.967,3,100.0
community_tank,0.6,10.409,24.197,7.96,0.993,12,36.391,Winter,7.915,1,18.477
open_catchment,3.914,15.415,27.168,7.914,0.308,11,8.398,Autumn,7.501,1,25.927
spring,4.875,8.747,25.297,7.466,0.892,2,96.093,Winter,7.494,2,23.484
spring,1.465,2.98,28.02,5.271,0.045,1,58.938,Winter,7.459,3,32.35
deep_borehole,8.677,2.588,25.14,11.136,0.214,2,12.411,Winter,7.677,2,23.466
open_catchment,2.841,0.09,33.187,5.0,0.161,7,13.284,Monsoon,7.25,1,19.529
shallow_well,7.83,15.186,27.895,7.183,0.357,3,82.07,Summer,7.713,3,34.943
pond,6.71,18.781,21.226,11.497,0.563,5,19.245,Summer,7.459,3,29.403
shallow_well,5.98,14.622,19.965,8.324,0.72,1,13.764,Winter,7.206,3,18.188
spring,1.921,0.773,20.002,5.95,0.903,10,39.727,Autumn,7.722,2,16.658
open_catchment,2.207,14.364,26.785,8.828,0.159,10,10.141,Autumn,7.036,3,18.378
deep_borehole,0.473,0.468,27.887,7.293,0.578,10,194.279,Autumn,7.56,1,46.276
rooftop_rainwater,2.407,1.116,17.164,5.775,0.555,8,46.121,Monsoon,8.079,3,24.983
rooftop_rainwater,3.454,5.807,28.663,7.327,0.458,4,46.66,Summer,7.319,3,25.055
rooftop_rainwater,8.331,6.465,26.051,6.456,0.695,10,9.261,Autumn,8.075,2,20.135
reservoir,3.664,16.935,29.852,6.678,0.513,2,18.002,Winter,7.624,2,15.001
deep_borehole,7.546,11.38,22.096,7.064,0.55,8,107.394,Monsoon,7.279,2,48.176
reservoir,4.394,1.664,25.872,8.049,0.903,10,18.483,Autumn,4.774,2,74.532
canal,7.849,2.564,25.849,8.352,0.86,5,14.242,Summer,7.799,3,16.225
open_catchment,9.763,3.364,22.679,5.908,0.577,2,13.976,Winter,8.03,2,22.35
shallow_well,2.398,1.32,21.193,7.54,0.156,9,14.298,Monsoon,7.684,4,20.144
pond,8.623,3.392,27.794,6.599,0.959,6,36.079,Monsoon,6.973,4,29.547
spring,6.218,13.042,25.687,8.151,0.623,8,17.272,Monsoon,8.297,1,23.312
pond,8.173,2.763,26.182,5.468,0.807,12,25.756,Winter,8.068,1,23.213
spring,6.516,18.04,29.088,6.969,0.055,12,87.475,Winter,7.948,3,37.886
open_catchment,4.239,6.34,24.881,4.256,0.897,2,35.815,Winter,7.47,1,20.622
open_catchment,2.281,3.9,25.945,8.056,0.693,5,170.709,Summer,8.133,3,42.821
river,0.7,5.317,26.057,9.702,0.685,11,17.152,Autumn,7.879,0,16.591
shallow_well,5.355,12.361,26.137,9.32,0.11,3,9.752,Summer,7.781,1,14.842
community_tank,9.903,7.273,20.774,8.256,0.713,8,114.61,Monsoon,7.237,2,48.765
spring,7.38,0.073,24.94,7.862,0.077,1,45.945,Winter,8.74,1,80.913
piped_protected,3.273,25.552,28.475,10.099,0.056,9,35.032,Monsoon,7.873,0,32.416
community_tank,8.272,0.683,24.616,6.165,0.325,6,27.855,Monsoon,7.369,0,23.455
rooftop_rainwater,7.69,27.907,23.582,6.62,0.023,1,14.601,Winter,8.253,3,28.637
pond,2.816,0.286,27.906,9.119,0.16,3,3.398,Summer,7.135,3,22.068
open_catchment,0.143,14.739,25.041,6.791,0.726,8,87.112,Monsoon,7.183,2,32.51
piped_protected,1.182,7.65,23.111,5.612,0.835,8,89.892,Monsoon,7.692,2,30.614
spring,8.773,7.047,22.416,4.72,0.18,3,13.148,Summer,7.825,2,22.892
canal,8.366,0.756,24.838,5.741,0.823,10,8.694,Autumn,7.443,3,14.034
spring,2.952,2.728,23.015,9.637,0.481,8,18.804,Monsoon,7.092,3,19.914
pond,2.852,15.03,27.704,6.845,0.958,6,8.52,Monsoon,7.925,1,21.48
spring,7.929,22.188,22.717,5.859,0.139,7,127.202,Monsoon,7.307,3,54.099
spring,9.377,7.531,25.835,6.867,0.054,2,10.654,Winter,6.755,4,23.776
deep_borehole,7.791,4.359,26.26,7.488,0.845,1,82.394,Winter,8.284,2,30.078
shallow_well,6.056,0.618,26.899,4.212,0.362,11,14.738,Autumn,7.536,1,17.862
community_tank,2.427,11.463,29.709,5.664,0.457,1,79.037,Winter,7.471,3,27.806
canal,5.257,3.263,20.942,4.769,0.512,3,60.248,Summer,7.561,3,24.709
open_catchment,2.335,0.566,26.824,9.195,0.825,7,176.409,Monsoon,7.639,4,50.411
spring,8.08,10.962,26.869,6.823,0.076,9,10.968,Monsoon,7.637,1,26.431
canal,3.87,6.65,21.741,6.737,0.551,2,10.197,Winter,7.824,4,17.456
river,8.337,0.12,25.782,6.73,0.431,6,18.777,Monsoon,7.314,2,23.731
spring,3.816,1.176,23.741,5.32,0.34,8,363.291,Monsoon,8.02,1,85.841
reservoir,8.241,12.013,29.206,7.777,0.348,11,16.883,Autumn,7.227,1,26.841
reservoir,3.333,0.658,23.294,9.753,0.93,9,33.955,Monsoon,7.176,2,13.596
deep_borehole,4.401,20.096,24.354,6.073,0.268,10,43.609,Autumn,8.049,1,21.269
reservoir,6.155,3.73,23.859,8.332,0.455,12,25.787,Winter,7.382,1,18.206
deep_borehole,0.703,0.928,22.486,6.832,0.493,3,109.969,Summer,7.082,3,37.014
piped_protected,9.482,14.261,20.352,5.855,0.72,5,34.791,Summer,7.749,4,26.077
rooftop_rainwater,5.736,7.432,22.502,8.358,0.519,5,106.323,Summer,6.995,2,31.848
pond,5.078,3.662,25.432,4.568,0.621,12,180.772,Winter,7.692,2,47.183
community_tank,8.394,5.21,25.847,4.866,0.399,11,44.382,Autumn,7.676,2,26.029
river,8.658,0.216,27.437,9.651,0.719,8,25.566,Monsoon,7.582,3,23.962
pond,5.223,10.868,28.149,6.395,0.466,1,63.527,Winter,7.668,3,21.436
reservoir,9.273,4.553,26.202,8.787,0.223,11,118.095,Autumn,7.338,3,42.002
pond,0.647,12.519,27.39,6.824,0.817,3,19.847,Summer,8.014,0,19.691
piped_protected,1.132,9.893,26.572,3.194,0.765,6,77.026,Monsoon,7.579,1,34.798
deep_borehole,5.968,10.534,21.696,8.02,0.627,6,42.115,Monsoon,7.056,2,25.212
shallow_well,3.541,15.745,26.144,7.552,0.522,4,37.513,Summer,7.184,1,14.945
canal,4.642,9.974,25.036,5.879,0.208,5,1.558,Summer,7.595,3,17.968
open_catchment,3.281,5.425,23.306,8.644,0.868,10,86.44,Autumn,7.451,2,25.739
shallow_well,4.047,4.942,25.037,8.403,0.097,3,41.128,Summer,6.839,4,18.119
shallow_well,8.226,1.274,26.072,5.867,0.383,4,36.791,Summer,7.333,0,25.756
rooftop_rainwater,5.935,15.116,24.394,8.624,0.853,10,17.831,Autumn,6.747,4,14.79
rooftop_rainwater,9.973,14.317,27.975,7.33,0.596,10,8.274,Autumn,7.211,4,23.666
shallow_well,7.869,2.828,26.024,7.104,0.439,1,14.089,Winter,7.161,1,15.118
deep_borehole,2.737,19.855,27.623,5.894,0.791,6,14.187,Monsoon,7.943,2,22.672
pond,2.643,8.892,28.769,5.626,0.99,5,126.542,Summer,7.282,2,33.426
canal,3.359,6.514,23.813,9.128,0.189,5,15.168,Summer,7.647,3,20.248
pond,8.433,0.177,23.666,7.575,0.051,12,20.478,Winter,7.701,2,23.113
pond,0.273,4.825,28.47,8.416,0.463,4,63.194,Summer,7.607,3,26.105
pond,2.302,10.235,22.691,6.281,0.287,9,145.599,Monsoon,7.195,3,45.512
canal,9.049,0.94,24.705,7.756,0.667,11,54.478,Autumn,7.951,0,21.955
canal,6.399,6.154,23.538,6.477,0.494,11,239.591,Autumn,7.566,1,67.064
piped_protected,2.268,50.261,22.028,8.0,0.499,9,114.413,Monsoon,7.178,2,34.943
community_tank,2.191,12.607,26.494,4.896,0.355,5,95.927,Summer,6.901,0,36.546
shallow_well,8.626,7.916,24.197,4.922,0.211,7,77.55,Monsoon,7.895,2,38.72
spring,8.938,7.615,22.218,5.341,0.213,3,73.782,Summer,7.104,2,39.187
piped_protected,2.561,0.448,27.776,6.982,0.387,1,14.412,Winter,7.842,1,14.921
piped_protected,4.205,31.539,21.027,3.672,0.682,1,16.234,Winter,8.136,1,25.997
open_catchment,8.346,26.336,24.557,7.691,0.337,3,37.918,Summer,7.695,5,25.026
spring,7.71,11.47,27.671,7.92,0.326,3,215.323,Summer,6.83,1,68.68
rooftop_rainwater,8.139,1.043,27.745,4.379,0.425,5,17.032,Summer,7.501,1,24.885
open_catchment,5.184,2.33,26.283,6.391,0.991,8,24.26,Monsoon,7.581,2,18.213
rooftop_rainwater,9.115,2.032,22.36,9.785,0.091,6,16.47,Monsoon,7.57,2,22.011
community_tank,3.26,7.331,25.482,6.341,0.295,8,42.226,Monsoon,7.771,1,24.117
river,1.567,2.329,26.067,5.488,0.292,7,52.937,Monsoon,7.511,2,22.71
rooftop_rainwater,7.087,11.901,23.674,6.437,0.975,1,21.137,Winter,7.645,1,19.133
pond,5.394,7.88,26.13,8.758,0.407,10,65.844,Autumn,7.292,4,29.355
rooftop_rainwater,8.546,0.178,20.567,5.277,0.567,8,50.266,Monsoon,7.649,3,28.135
reservoir,0.812,13.628,19.74,7.829,0.198,1,15.284,Winter,8.246,1,22.533
spring,8.437,2.093,23.073,7.635,0.013,5,145.948,Summer,7.197,1,55.987
canal,2.933,17.423,27.079,6.984,0.339,3,45.007,Summer,7.148,1,18.322
spring,6.549,4.386,27.581,6.434,0.639,7,434.791,Monsoon,7.944,1,100.0
community_tank,0.401,4.134,21.162,8.391,0.692,5,132.834,Summer,7.447,1,38.03
piped_protected,6.096,0.119,29.404,5.291,0.754,2,39.279,Winter,7.705,1,27.317
pond,7.173,44.005,25.27,7.605,0.861,1,27.938,Winter,7.893,0,19.243
river,3.688,9.468,20.354,4.674,0.116,10,176.296,Autumn,6.944,3,51.632
community_tank,2.154,5.494,25.911,8.447,0.083,6,19.288,Monsoon,6.619,1,26.736
piped_protected,5.376,1.016,28.817,8.136,0.788,6,9.602,Monsoon,6.785,5,16.076
deep_borehole,8.332,12.011,23.546,6.374,0.436,8,31.828,Monsoon,7.599,2,27.331
spring,3.235,3.323,27.931,6.65,0.947,9,4.895,Monsoon,7.767,3,23.262
reservoir,2.525,44.465,29.327,7.717,0.943,2,46.866,Winter,7.822,5,22.587
community_tank,2.789,30.067,25.122,4.966,0.142,5,40.833,Summer,7.25,2,19.537
spring,9.491,13.291,22.764,6.553,0.691,5,11.793,Summer,7.914,0,22.11
river,3.593,35.429,28.511,6.997,0.067,10,75.976,Autumn,7.975,2,33.95
piped_protected,0.036,1.116,28.5,4.44,0.403,8,82.399,Monsoon,7.143,4,28.761
spring,7.817,3.284,21.225,8.347,0.842,9,7.666,Monsoon,7.69,2,20.708
canal,6.993,2.92,24.695,10.12,0.461,5,97.416,Summer,8.022,0,36.685
rooftop_rainwater,1.286,0.747,27.162,10.607,0.034,5,86.174,Summer,6.983,0,32.837
open_catchment,9.849,35.837,27.328,4.073,0.24,3,41.631,Summer,7.813,3,37.417
river,6.081,0.618,24.132,8.741,0.086,6,16.921,Monsoon,6.859,1,14.449
open_catchment,5.008,19.427,22.124,6.053,0.408,7,22.564,Monsoon,6.579,2,18.107
shallow_well,3.822,14.617,29.712,6.834,0.697,3,59.006,Summer,7.629,2,25.715
rooftop_rainwater,8.987,4.714,25.268,5.527,0.66,2,17.891,Winter,8.128,1,25.171
river,2.44,0.19,24.464,7.911,0.719,12,187.554,Winter,7.551,3,46.474
community_tank,2.858,0.061,23.235,3.246,0.384,2,76.445,Winter,8.978,5,84.793
canal,1.224,2.281,24.395,5.2,0.265,9,254.672,Monsoon,7.821,3,60.267
community_tank,7.591,6.81,20.276,3.612,0.057,6,20.513,Monsoon,7.67,3,36.68
deep_borehole,5.955,6.123,27.997,6.133,0.942,2,21.809,Winter,6.852,1,22.401
shallow_well,6.091,8.802,24.187,6.53,0.118,5,14.629,Summer,7.362,1,23.173
canal,2.185,14.782,18.698,4.639,0.178,7,64.402,Monsoon,7.66,4,34.819
reservoir,6.512,4.738,22.045,7.782,0.025,1,93.121,Winter,7.277,3,40.441
spring,7.655,1.748,27.873,7.65,0.317,11,29.38,Autumn,8.174,2,28.558
spring,3.579,16.097,24.573,8.299,0.819,8,17.477,Monsoon,7.908,0,18.176
pond,8.013,4.045,22.634,9.109,0.332,11,22.806,Autumn,6.972,2,27.044
spring,3.488,3.381,25.397,6.601,0.666,6,292.478,Monsoon,7.113,2,68.944
piped_protected,7.581,14.452,24.104,7.334,0.966,1,56.492,Winter,7.59,4,17.299
shallow_well,0.337,27.202,25.331,5.466,0.893,8,776.597,Monsoon,7.554,1,89.975
piped_protected,5.512,24.646,25.959,7.101,0.18,5,28.191,Summer,7.452,5,20.076
rooftop_rainwater,9.695,1.479,22.551,7.169,0.359,7,19.679,Monsoon,7.647,2,25.024
pond,9.812,6.995,23.272,9.288,0.751,10,14.56,Autumn,7.039,3,21.833
pond,2.818,0.975,22.797,7.804,0.978,4,106.147,Summer,7.802,4,27.904
spring,4.414,32.436,22.885,7.834,0.716,2,63.217,Winter,6.794,3,21.422
canal,0.63,2.424,23.116,6.547,0.252,12,143.443,Winter,6.864,1,37.724
rooftop_rainwater,8.733,2.199,24.129,2.1,0.133,8,14.511,Monsoon,7.938,4,37.245
deep_borehole,5.686,21.972,23.177,7.036,0.495,4,19.368,Summer,7.251,2,19.506
shallow_well,3.851,34.374,25.48,6.285,0.193,8,14.255,Monsoon,7.454,5,19.301
shallow_well,1.128,11.961,24.059,5.332,0.228,9,28.738,Monsoon,8.471,1,25.086
river,9.468,1.29,22.88,8.111,0.634,11,41.794,Autumn,6.967,0,30.297
community_tank,5.302,6.653,19.223,8.481,0.515,4,44.806,Summer,7.384,4,27.743
spring,2.829,16.961,22.291,5.49,0.121,8,18.902,Monsoon,8.364,0,19.413
river,3.502,8.497,23.906,7.057,0.154,4,169.611,Summer,7.803,0,43.041
deep_borehole,2.707,1.422,27.873,6.838,0.019,8,36.215,Monsoon,6.949,2,18.015
pond,6.018,1.886,24.79,8.704,0.22,1,115.469,Winter,7.358,0,33.725
open_catchment,9.3,19.961,20.46,7.656,0.887,2,4.795,Winter,7.852,3,24.689
deep_borehole,8.567,7.487,25.294,8.069,0.793,12,22.061,Winter,7.394,2,23.119
deep_borehole,4.604,12.236,23.642,6.447,0.415,12,421.718,Winter,7.074,2,84.335
canal,8.265,4.669,26.713,7.62,0.742,10,37.569,Autumn,8.088,2,18.272
canal,4.231,7.603,20.613,8.308,0.407,3,19.27,Summer,8.254,1,23.362
canal,2.523,37.768,28.634,10.474,0.792,2,77.734,Winter,7.786,0,28.838
canal,9.834,4.0,26.341,6.188,0.182,10,34.198,Autumn,7.883,1,22.799
community_tank,3.039,11.233,24.373,6.452,0.153,8,199.161,Monsoon,8.224,0,58.579
spring,3.237,1.894,20.368,5.892,0.078,10,9.614,Autumn,7.782,2,20.121
reservoir,9.897,1.298,20.617,6.329,0.242,12,8.376,Winter,6.927,1,20.696
shallow_well,1.339,15.308,27.056,9.073,0.146,11,9.438,Autumn,7.296,0,17.968
spring,7.605,18.586,27.41,5.757,0.799,9,73.126,Monsoon,7.113,1,32.534
spring,9.358,11.036,28.125,7.585,0.24,9,23.76,Monsoon,8.25,4,30.055
shallow_well,5.118,1.722,30.002,8.497,0.516,1,39.456,Winter,7.22,2,19.569
canal,0.025,2.752,27.247,8.799,0.756,9,38.884,Monsoon,7.232,0,20.212
spring,3.751,24.211,26.222,9.182,0.677,8,107.971,Monsoon,7.28,3,31.536
community_tank,1.116,3.407,32.165,7.706,0.205,8,177.481,Monsoon,7.519,1,57.523
canal,4.162,17.085,23.364,7.559,0.077,3,149.36,Summer,7.659,6,46.012
community_tank,7.9,3.368,24.698,6.148,0.912,8,32.42,Monsoon,7.064,3,22.51
river,4.387,28.045,20.376,4.046,0.622,2,43.953,Winter,6.984,2,24.14
reservoir,4.319,24.587,26.873,6.107,0.707,2,214.098,Winter,7.879,2,55.108
spring,5.568,0.442,24.39,7.239,0.386,4,153.564,Summer,7.826,2,42.454
reservoir,5.817,14.715,23.14,8.52,0.242,7,27.65,Monsoon,7.417,1,27.95
piped_protected,8.563,1.857,23.202,9.252,0.531,12,110.014,Winter,7.596,2,40.879
community_tank,3.084,2.424,22.615,7.01,0.078,4,14.721,Summer,7.476,1,14.324
river,8.217,6.159,24.493,8.687,0.8,2,6.715,Winter,7.584,1,17.952
rooftop_rainwater,5.659,8.588,20.675,7.251,0.655,5,7.362,Summer,7.32,3,17.235
rooftop_rainwater,3.005,3.942,20.945,7.312,0.762,8,18.297,Monsoon,6.931,0,19.055
river,2.951,8.566,21.679,6.551,0.569,7,32.655,Monsoon,7.54,2,24.01
pond,3.611,1.871,23.14,6.287,0.578,7,82.541,Monsoon,7.308,1,31.874
pond,6.227,0.226,23.608,6.127,0.6,9,151.898,Monsoon,7.274,2,44.6
canal,2.308,8.468,18.853,6.175,0.784,12,8.879,Winter,6.827,4,20.354
pond,9.203,7.286,23.455,5.988,0.225,5,41.707,Summer,6.903,1,25.709
rooftop_rainwater,5.749,11.701,22.476,8.275,0.682,4,105.051,Summer,7.632,2,35.771
pond,9.2,10.493,27.348,8.903,0.553,10,70.891,Autumn,8.108,0,33.675
piped_protected,0.464,22.778,22.3,5.861,0.495,11,8.653,Autumn,7.563,3,14.588
rooftop_rainwater,3.426,6.152,28.012,5.661,0.541,12,32.459,Winter,8.159,1,23.862
community_tank,0.228,0.084,30.226,6.72,0.272,9,13.123,Monsoon,7.346,0,24.643
deep_borehole,2.723,9.96,28.5,5.691,0.037,11,49.428,Autumn,7.428,0,30.965
pond,8.62,11.243,22.055,5.474,0.759,11,146.665,Autumn,7.515,0,48.433
pond,0.366,7.371,26.558,6.477,0.916,11,7.959,Autumn,7.386,0,18.864
spring,4.361,11.689,22.106,7.365,0.481,1,42.549,Winter,8.054,2,27.691
shallow_well,1.176,3.909,22.523,7.347,0.838,6,56.166,Monsoon,7.372,3,22.719
piped_protected,4.168,1.611,22.725,6.53,0.555,11,143.597,Autumn,7.117,2,39.014
rooftop_rainwater,8.389,10.923,25.408,6.213,0.93,3,82.412,Summer,7.864,2,26.595
rooftop_rainwater,6.231,2.813,22.378,7.913,0.508,6,61.416,Monsoon,7.702,1,27.727
reservoir,7.368,6.094,25.116,7.583,0.205,7,17.233,Monsoon,7.922,1,20.223
open_catchment,3.491,6.765,28.787,7.258,0.87,1,80.947,Winter,7.14,2,34.232
shallow_well,9.444,6.486,21.695,6.154,0.8,6,15.449,Monsoon,7.78,2,24.063
pond,7.093,9.124,20.175,9.0,0.398,8,37.465,Monsoon,7.686,2,32.983
river,4.218,0.299,23.08,5.034,0.842,5,96.315,Summer,7.705,0,22.635
spring,4.265,45.739,29.284,6.161,0.009,5,36.494,Summer,8.307,2,25.758
reservoir,9.187,12.599,27.066,5.52,0.8,7,34.537,Monsoon,7.502,2,32.849
reservoir,5.764,5.541,22.436,7.003,0.688,8,69.366,Monsoon,7.54,2,31.657
community_tank,7.064,2.124,21.864,5.999,0.38,7,4.944,Monsoon,6.696,4,17.961
spring,4.17,0.836,25.971,7.141,0.792,3,217.263,Summer,7.342,0,48.536
pond,2.237,11.153,25.293,7.785,0.127,6,14.601,Monsoon,7.117,1,18.19
open_catchment,7.236,3.812,26.868,8.897,0.203,9,13.366,Monsoon,7.148,2,18.888
deep_borehole,6.078,2.607,21.534,7.322,0.534,2,8.163,Winter,7.519,2,20.08
rooftop_rainwater,5.013,4.78,24.749,7.299,0.881,9,74.569,Monsoon,6.965,1,31.172
community_tank,6.24,8.988,27.688,7.645,0.13,3,9.647,Summer,7.19,3,23.459
shallow_well,2.083,11.138,28.386,3.573,0.564,3,65.384,Summer,7.375,1,33.39
pond,7.939,10.361,21.284,7.086,0.753,10,19.398,Autumn,8.093,1,21.679
reservoir,9.482,19.897,24.744,5.339,0.743,2,44.225,Winter,6.952,1,24.484
piped_protected,8.911,2.469,24.142,6.026,0.628,3,32.704,Summer,7.241,2,25.643
river,3.214,10.127,22.49,6.82,0.941,7,9.842,Monsoon,7.218,3,16.938
spring,4.06,1.066,22.794,8.429,0.482,3,39.158,Summer,7.663,4,18.989
open_catchment,8.084,7.939,26.701,4.349,0.88,1,16.045,Winter,7.414,2,18.894
deep_borehole,5.951,8.77,22.702,7.359,0.62,4,58.513,Summer,8.296,2,23.029
canal,5.479,2.436,24.63,7.155,0.737,7,30.545,Monsoon,8.033,1,17.954
reservoir,9.266,4.971,26.46,7.647,0.465,6,53.836,Monsoon,7.5,1,29.952
river,5.36,17.556,30.257,10.355,0.168,12,15.976,Winter,7.452,0,24.405
pond,5.149,1.606,25.898,9.335,0.109,12,25.551,Winter,7.217,5,21.539
deep_borehole,0.42,5.701,27.162,7.437,0.682,10,67.151,Autumn,7.095,0,23.317
reservoir,0.694,26.991,25.789,7.841,0.376,3,143.215,Summer,8.03,2,37.45
river,0.074,7.014,24.383,6.945,0.567,1,23.019,Winter,7.542,2,17.928
river,9.132,12.915,24.33,8.139,0.746,8,53.469,Monsoon,7.996,4,30.39
rooftop_rainwater,4.084,17.537,24.651,7.053,0.786,2,10.327,Winter,8.49,1,15.569
river,4.686,2.279,18.581,7.641,0.51,5,21.131,Summer,7.186,2,19.173
piped_protected,8.454,2.462,24.019,6.003,0.315,3,9.962,Summer,9.5,1,86.787
deep_borehole,6.092,14.213,26.315,7.346,0.776,4,31.306,Summer,8.066,2,18.069
pond,6.095,13.996,22.789,9.043,0.415,3,60.029,Summer,7.418,2,27.421
pond,2.965,0.621,29.358,7.852,0.937,3,61.634,Summer,7.626,2,20.518
piped_protected,8.339,3.893,25.376,7.175,0.825,3,145.595,Summer,7.882,1,37.968
shallow_well,1.658,5.084,24.606,2.648,0.747,10,15.912,Autumn,7.392,2,24.553
deep_borehole,0.531,17.663,27.508,7.575,0.241,11,6.871,Autumn,7.857,4,16.825
river,1.916,5.479,26.692,6.869,0.363,11,20.273,Autumn,7.495,1,15.03
open_catchment,2.677,26.027,28.398,5.39,0.849,8,33.469,Monsoon,6.721,1,22.386
community_tank,2.823,56.863,28.983,6.899,0.023,11,6.16,Autumn,7.354,4,22.449
deep_borehole,6.705,15.174,29.396,6.906,0.781,1,13.164,Winter,7.691,1,19.681
canal,2.178,10.978,26.371,7.009,0.404,2,26.503,Winter,7.222,1,22.858
open_catchment,6.767,4.974,21.889,8.117,0.799,2,134.203,Winter,7.713,2,41.933
piped_protected,0.911,0.694,24.285,6.683,0.552,9,72.496,Monsoon,7.358,1,28.975
river,1.472,8.513,29.917,6.632,0.527,7,176.804,Monsoon,7.549,1,55.7
shallow_well,5.088,4.49,25.778,6.47,0.702,10,11.073,Autumn,7.497,2,16.962
canal,9.219,4.322,23.697,7.367,0.806,7,52.784,Monsoon,7.202,1,28.379
shallow_well,8.596,11.638,23.365,7.813,0.693,8,38.56,Monsoon,7.012,3,29.912
shallow_well,9.688,6.229,21.768,8.934,0.451,2,5.186,Winter,7.953,2,23.735
spring,6.505,13.947,27.758,7.794,0.321,10,16.35,Autumn,7.499,5,25.538
reservoir,6.758,5.078,23.645,8.615,0.846,11,29.506,Autumn,7.574,1,20.733
reservoir,6.25,1.635,22.052,8.27,0.521,1,89.639,Winter,7.516,2,34.704
rooftop_rainwater,6.228,6.187,22.39,7.229,0.783,12,13.639,Winter,6.684,4,24.78
canal,1.471,30.162,17.172,5.911,0.996,6,51.835,Monsoon,7.216,7,29.551
community_tank,5.437,16.171,27.118,7.606,0.644,3,14.462,Summer,7.287,1,15.969
rooftop_rainwater,3.861,2.304,24.288,9.337,0.278,2,135.13,Winter,7.332,0,39.324
canal,4.425,4.964,21.314,8.63,0.866,3,22.644,Summer,6.929,5,20.94
shallow_well,5.236,26.282,29.161,8.917,0.274,4,25.323,Summer,7.463,2,23.191
rooftop_rainwater,1.284,1.32,25.14,4.234,0.26,5,38.912,Summer,5.773,4,84.408
canal,3.595,2.93,18.276,4.052,0.074,10,6.703,Autumn,7.83,1,21.491
community_tank,0.634,3.041,27.165,6.273,0.079,10,27.078,Autumn,7.165,0,21.258
open_catchment,9.797,8.461,21.968,7.712,0.862,4,58.364,Summer,8.37,1,30.018
deep_borehole,1.185,5.289,26.786,6.438,0.231,8,24.427,Monsoon,7.688,1,23.603
river,2.585,0.832,26.515,6.7,0.109,6,25.075,Monsoon,7.204,1,25.514
canal,8.913,9.92,25.412,4.78,0.353,7,7.194,Monsoon,7.356,1,24.017
community_tank,4.827,1.043,21.245,6.089,0.714,4,28.179,Summer,7.408,0,13.601
deep_borehole,1.356,9.325,21.302,5.667,0.34,12,70.268,Winter,7.57,2,24.927
rooftop_rainwater,3.842,7.073,24.853,5.715,0.309,7,146.328,Monsoon,7.857,3,43.006
canal,1.159,6.806,22.176,5.896,0.488,5,12.901,Summer,7.612,4,17.961
canal,2.002,0.699,28.658,5.355,0.021,11,163.721,Autumn,8.089,1,45.801
piped_protected,0.52,10.195,24.696,3.405,0.491,12,273.711,Winter,7.785,3,66.871
canal,4.382,5.644,21.985,9.117,0.99,2,35.759,Winter,7.216,3,22.434
river,8.066,5.295,27.996,6.825,0.799,9,16.279,Monsoon,7.131,1,28.213
reservoir,5.86,9.075,19.268,5.969,0.07,2,38.069,Winter,7.411,2,29.226
